Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre,Difference
Kirk Cousins,150.0,QB19,154.3,41.0,MIN,QB,33.0,16.0,16.0,372.0,561.0,4221.0,33.0,7.0,29.0,115.0,3.97,1.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,1.0,0.0,0.0,300.0,300.3,315.3,307.3,30.0,11.0,41.0,CousKi00,MIN,44.0,71.0,61.97,306.0,22.0,1.0,20.0,33.0,60.61,85.0,16.0,1.0,All Kirk Cousins red zone passing plays,CousKi00,MIN,4.0,-2.0,1.0,4.8%,4.0,-2.0,1.0,8.3%,1.0,1.0,1.0,5.9%,All Kirk Cousins red zone rushing plays,CousKi00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,113.30000000000001
Jared Cook,151.0,TE15,154.5,155.0,LAC,TE,34.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,48.0,564.0,11.75,4.0,0.0,0.0,4.0,2.0,0.0,84.0,132.4,135.4,108.4,0.0,15.0,0.0,CookJa02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LAC,13.0,6.0,46.15%,35.0,4.0,13.3%,6.0,3.0,50.00%,12.0,3.0,12.2%,All Jared Cook red zone receiving plays,CookJa02,-0.5
Jameis Winston,152.0,QB20,155.8,109.0,NOR,QB,27.0,7.0,7.0,95.0,161.0,1170.0,14.0,3.0,32.0,166.0,5.19,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,117.0,117.4,127.4,120.4,0.0,33.0,0.0,WinsJa00,NOR,16.0,21.0,76.19,147.0,11.0,0.0,7.0,9.0,77.78,37.0,5.0,0.0,All Jameis Winston red zone passing plays,WinsJa00,NOR,4.0,7.0,1.0,5.3%,3.0,5.0,1.0,9.7%,0.0,0.0,0.0,.0%,All Jameis Winston red zone rushing plays,WinsJa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,46.80000000000001
Ben Roethlisberger,153.0,QB21,156.0,87.0,PIT,QB,39.0,16.0,16.0,390.0,605.0,3740.0,22.0,10.0,20.0,5.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,11.0,5.0,1.0,0.0,2.0,218.0,218.1,236.1,228.1,0.0,21.0,0.0,RoetBe00,PIT,48.0,90.0,53.33,324.0,19.0,0.0,21.0,40.0,52.5,96.0,13.0,0.0,All Ben Roethlisberger red zone passing plays,RoetBe00,PIT,5.0,-4.0,1.0,12.2%,2.0,1.0,1.0,8.7%,2.0,1.0,1.0,13.3%,All Ben Roethlisberger red zone rushing plays,RoetBe00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,69.0
New England Patriots,154.0,DST9,156.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,156.5
Phillip Lindsay,155.0,RB49,159.5,261.0,2TM,RB,27.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,88.0,249.0,2.83,1.0,5.0,4.0,45.0,11.25,1.0,0.0,0.0,2.0,0.0,0.0,41.0,45.4,48.4,43.4,0.0,76.0,0.0,LindPh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2TM,8.0,16.0,1.0,0,3.0,4.0,1.0,0,0.0,0.0,0.0,0,All Phillip Lindsay red zone rushing plays,LindPh00,HOU,1.0,0.0,0.00%,0.0,0.0,2.1%,1.0,0.0,0.00%,0.0,0.0,4.2%,All Phillip Lindsay red zone receiving plays,LindPh00,-101.5
Latavius Murray,156.0,RB50,160.3,133.0,BAL,RB,31.0,14.0,6.0,0.0,0.0,0.0,0.0,0.0,119.0,501.0,4.21,6.0,13.0,10.0,75.0,7.5,0.0,0.0,0.0,6.0,0.0,0.0,94.0,103.6,106.6,98.6,0.0,42.0,0.0,MurrLa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,BAL,20.0,88.0,5.0,29.9%,12.0,31.0,3.0,31.6%,3.0,-1.0,1.0,15.8%,All Latavius Murray red zone rushing plays,MurrLa00,BAL,3.0,1.0,33.33%,3.0,0.0,4.1%,1.0,0.0,0.00%,0.0,0.0,2.9%,All Latavius Murray red zone receiving plays,MurrLa00,27.30000000000001
Rodrigo Blankenship,157.0,K5,164.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,164.3
Jason Sanders,158.0,K6,167.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,167.3
Nelson Agholor,159.0,WR58,168.3,186.0,NWE,WR,28.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,3.67,0.0,64.0,37.0,473.0,12.78,3.0,0.0,0.0,3.0,0.0,0.0,66.0,103.4,106.4,84.9,0.0,66.0,0.0,AghoNe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,6.0,5.0,83.33%,42.0,2.0,7.7%,1.0,1.0,100.00%,7.0,1.0,2.9%,All Nelson Agholor red zone receiving plays,AghoNe00,-17.69999999999999
Russell Gage,160.0,WR59,171.0,129.0,ATL,WR,25.0,14.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,66.0,770.0,11.67,4.0,2.0,2.0,4.0,0.0,0.0,97.0,163.0,168.0,130.0,0.0,45.0,0.0,GageRu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ATL,13.0,8.0,61.54%,85.0,3.0,16.7%,4.0,2.0,50.00%,9.0,1.0,11.4%,All Russell Gage red zone receiving plays,GageRu00,42.0
Mac Jones,161.0,QB22,171.8,84.0,NWE,QB,23.0,17.0,17.0,352.0,521.0,3801.0,22.0,13.0,44.0,129.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2.0,225.0,224.9,246.9,237.9,0.0,18.0,0.0,JoneMa05,NWE,47.0,80.0,58.75,272.0,18.0,1.0,19.0,37.0,51.35,80.0,12.0,0.0,All Mac Jones red zone passing plays,JoneMa05,NWE,7.0,16.0,0.0,7.4%,1.0,3.0,0.0,1.9%,0.0,0.0,0.0,.0%,All Mac Jones red zone rushing plays,JoneMa05,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,87.80000000000001
Denver Broncos,162.0,DST10,172.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,172.5
Tua Tagovailoa,163.0,QB23,172.8,92.0,MIA,QB,23.0,13.0,12.0,263.0,388.0,2653.0,16.0,10.0,42.0,128.0,3.05,3.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,3.0,0.0,1.0,181.0,180.9,197.9,190.9,0.0,25.0,0.0,TagoTu00,MIA,34.0,52.0,65.38,164.0,15.0,1.0,20.0,26.0,76.92,83.0,14.0,0.0,All Tua Tagovailoa red zone passing plays,TagoTu00,MIA,9.0,29.0,3.0,13.2%,5.0,10.0,3.0,11.6%,4.0,8.0,3.0,18.2%,All Tua Tagovailoa red zone rushing plays,TagoTu00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,80.80000000000001
Ryan Succop,164.0,K7,173.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,173.5
Chuba Hubbard,165.0,RB51,140.0,113.0,CAR,RB,22.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,172.0,612.0,3.56,5.0,37.0,25.0,174.0,6.96,1.0,1.0,1.0,6.0,0.0,0.0,113.0,137.6,144.6,125.1,0.0,33.0,0.0,HubbCh01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CAR,24.0,69.0,4.0,34.3%,9.0,15.0,3.0,24.3%,2.0,4.0,1.0,13.3%,All Chuba Hubbard red zone rushing plays,HubbCh01,CAR,3.0,1.0,33.33%,2.0,1.0,6.0%,2.0,1.0,50.00%,2.0,1.0,7.7%,All Chuba Hubbard red zone receiving plays,HubbCh01,27.0
Greg Zuerlein,166.0,K8,176.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,176.5
Elijah Moore,167.0,WR60,146.3,130.0,NYJ,WR,21.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,5.0,54.0,10.8,1.0,77.0,43.0,538.0,12.51,5.0,0.0,0.0,6.0,0.0,0.0,95.0,138.2,141.2,116.7,0.0,46.0,0.0,MoorEl00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYJ,2.0,26.0,1.0,2.8%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Elijah Moore red zone rushing plays,MoorEl00,NYJ,7.0,5.0,71.43%,53.0,4.0,11.5%,2.0,1.0,50.00%,3.0,1.0,8.7%,All Elijah Moore red zone receiving plays,MoorEl00,16.30000000000001
Ryan Fitzpatrick ,168.0,QB24,180.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,180.5
Mark Ingram,169.0,RB52,183.8,163.0,2TM,RB,32.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,160.0,554.0,3.46,2.0,35.0,27.0,162.0,6.0,0.0,1.0,1.0,2.0,0.0,0.0,82.0,108.6,115.6,95.1,0.0,54.0,0.0,IngrMa01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,2TM,23.0,49.0,2.0,0,12.0,16.0,1.0,0,7.0,7.0,1.0,0,All Mark Ingram red zone rushing plays,IngrMa01,2TM,5.0,1.0,20.00%,5.0,0.0,0,1.0,0.0,0.00%,0.0,0.0,0,All Mark Ingram red zone receiving plays,IngrMa01,20.80000000000001
James White ,170.0,RB53,183.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,183.8
Cleveland Browns,171.0,DST11,185.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,185.0
Hunter Henry,172.0,TE16,154.0,53.0,NWE,TE,27.0,17.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75.0,50.0,603.0,12.06,9.0,0.0,0.0,9.0,0.0,0.0,114.0,164.3,167.3,139.3,21.0,7.0,53.0,HenrHu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,18.0,8.0,44.44%,57.0,8.0,23.1%,10.0,5.0,50.00%,21.0,5.0,28.6%,All Hunter Henry red zone receiving plays,HenrHu00,101.0
Zach Ertz,173.0,TE17,155.0,62.0,2TM,TE,31.0,17.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,112.0,74.0,763.0,10.31,5.0,0.0,0.0,5.0,0.0,0.0,107.0,180.7,183.7,143.7,14.0,10.0,62.0,ErtzZa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARI,1.0,4.0,0.0,1.0%,1.0,4.0,0.0,1.8%,0.0,0.0,0.0,.0%,All Zach Ertz red zone rushing plays,ErtzZa00,2TM,20.0,8.0,40.00%,35.0,4.0,0,9.0,5.0,55.56%,14.0,4.0,0,All Zach Ertz red zone receiving plays,ErtzZa00,93.0
Rashaad Penny,174.0,RB54,155.7,110.0,SEA,RB,25.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,119.0,749.0,6.29,6.0,8.0,6.0,48.0,8.0,0.0,0.0,0.0,6.0,0.0,0.0,116.0,121.7,124.7,118.7,0.0,31.0,0.0,PennRa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,SEA,16.0,47.0,3.0,27.6%,8.0,24.0,2.0,26.7%,3.0,3.0,1.0,15.8%,All Rashaad Penny red zone rushing plays,PennRa00,SEA,1.0,0.0,0.00%,0.0,0.0,1.9%,0.0,0.0,0,0.0,0.0,.0%,All Rashaad Penny red zone receiving plays,PennRa00,45.69999999999999
Miami Dolphins,175.0,DST12,188.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,188.0
Mason Crosby,176.0,K9,197.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,197.3
Kansas City Chiefs,177.0,DST13,197.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,197.3
Evan Engram,178.0,TE18,169.7,207.0,NYG,TE,27.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,-3.0,-3.0,0.0,73.0,46.0,408.0,8.87,3.0,1.0,1.0,3.0,0.0,0.0,57.0,102.5,106.5,79.5,0.0,23.0,0.0,EngrEv00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NYG,1.0,-3.0,0.0,2.2%,1.0,-3.0,0.0,4.3%,1.0,-3.0,0.0,9.1%,All Evan Engram red zone rushing plays,EngrEv00,NYG,4.0,2.0,50.00%,14.0,2.0,7.1%,4.0,2.0,50.00%,14.0,2.0,14.3%,All Evan Engram red zone receiving plays,EngrEv00,-37.30000000000001
Bryan Edwards,179.0,WR61,169.7,176.0,LVR,WR,23.0,16.0,12.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59.0,34.0,571.0,16.79,3.0,1.0,0.0,3.0,0.0,0.0,75.0,109.1,112.1,92.1,0.0,62.0,0.0,EdwaBr01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LVR,8.0,3.0,37.50%,14.0,2.0,9.1%,5.0,2.0,40.00%,6.0,2.0,12.5%,All Bryan Edwards red zone receiving plays,EdwaBr01,-6.300000000000011
Pat Freiermuth,180.0,TE19,170.3,135.0,PIT,TE,23.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,60.0,497.0,8.28,7.0,1.0,1.0,7.0,1.0,0.0,92.0,151.7,155.7,121.7,0.0,12.0,0.0,FreiPa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PIT,20.0,13.0,65.00%,92.0,7.0,20.4%,9.0,7.0,77.78%,31.0,5.0,20.5%,All Pat Freiermuth red zone receiving plays,FreiPa00,35.30000000000001
Sterling Shepard,181.0,WR62,173.3,256.0,NYG,WR,28.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,-9.0,-9.0,0.0,53.0,36.0,366.0,10.17,1.0,0.0,0.0,1.0,0.0,0.0,42.0,77.7,80.7,59.7,0.0,106.0,0.0,ShepSt00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYG,9.0,6.0,66.67%,35.0,0.0,16.1%,3.0,2.0,66.67%,5.0,0.0,10.7%,All Sterling Shepard red zone receiving plays,ShepSt00,-82.69999999999999
Gerald Everett,182.0,TE20,175.7,183.0,SEA,TE,27.0,15.0,12.0,0.0,0.0,0.0,0.0,0.0,3.0,20.0,6.67,0.0,63.0,48.0,478.0,9.96,4.0,2.0,2.0,4.0,0.0,0.0,70.0,117.8,122.8,93.8,0.0,21.0,0.0,EverGe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,SEA,8.0,4.0,50.00%,16.0,3.0,15.4%,7.0,4.0,57.14%,16.0,3.0,36.8%,All Gerald Everett red zone receiving plays,EverGe00,-7.300000000000011
Giovani Bernard,183.0,RB55,180.3,282.0,TAM,RB,30.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,58.0,7.25,0.0,29.0,23.0,123.0,5.35,3.0,1.0,0.0,3.0,0.0,0.0,36.0,59.1,62.1,47.6,0.0,81.0,0.0,BernGi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TAM,3.0,1.0,1.0,3.7%,1.0,2.0,1.0,1.7%,1.0,2.0,1.0,4.0%,All Giovani Bernard red zone rushing plays,BernGi00,TAM,7.0,5.0,71.43%,23.0,3.0,5.4%,7.0,5.0,71.43%,23.0,3.0,11.3%,All Giovani Bernard red zone receiving plays,BernGi00,-101.69999999999999
Rondale Moore,184.0,WR63,180.7,216.0,ARI,WR,21.0,14.0,7.0,0.0,0.0,0.0,0.0,0.0,18.0,76.0,4.22,0.0,64.0,54.0,435.0,8.06,1.0,3.0,1.0,1.0,0.0,0.0,55.0,109.1,113.1,82.1,0.0,85.0,0.0,MoorRo02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ARI,5.0,7.0,0.0,5.0%,1.0,3.0,0.0,1.8%,1.0,3.0,0.0,3.4%,All Rondale Moore red zone rushing plays,MoorRo02,ARI,8.0,7.0,87.50%,13.0,0.0,10.0%,2.0,2.0,100.00%,3.0,0.0,5.1%,All Rondale Moore red zone receiving plays,MoorRo02,-35.30000000000001
Robbie Gould,185.0,K10,210.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,210.8
Kenneth Gainwell,186.0,RB56,181.7,142.0,PHI,RB,22.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,68.0,291.0,4.28,5.0,50.0,33.0,253.0,7.67,1.0,2.0,1.0,6.0,1.0,0.0,90.0,123.4,130.4,106.9,0.0,45.0,0.0,GainKe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI,10.0,47.0,5.0,9.6%,8.0,35.0,4.0,11.4%,2.0,3.0,1.0,5.6%,All Kenneth Gainwell red zone rushing plays,GainKe00,PHI,10.0,8.0,80.00%,52.0,2.0,16.7%,1.0,0.0,0.00%,0.0,0.0,3.7%,All Kenneth Gainwell red zone receiving plays,GainKe00,39.69999999999999
Terrace Marshall Jr.,187.0,WR64,181.7,375.0,CAR,WR,21.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,17.0,138.0,8.12,0.0,0.0,0.0,0.0,1.0,0.0,16.0,32.8,35.8,24.3,0.0,148.0,0.0,MarsTe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,-193.3
Daniel Carlson,188.0,K11,206.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,206.5
Jason Myers,189.0,K12,208.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0,208.5
