Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Kyler Murray,108.0,QB15,111.8,50.0,ARI,QB,22.0,16.0,16.0,349.0,542.0,3722.0,20.0,12.0,93.0,544.0,5.85,4.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,4.0,0.0,3.0,285.0,285.3,305.3,297.3,22.0,8.0,50.0,MurrKy00,ARI,41.0,74.0,55.41,250.0,12.0,2.0,19.0,36.0,52.78,68.0,10.0,1.0,All Kyler Murray red zone passing plays,MurrKy00,ARI,17.0,56.0,3.0,29.3%,7.0,9.0,2.0,25.9%,3.0,-5.0,0.0,21.4%,All Kyler Murray red zone rushing plays,MurrKy00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dante Pettis,109.0,WR42,112.0,312.0,SFO,WR,24.0,11.0,4.0,1.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,11.0,109.0,9.91,2.0,0.0,0.0,2.0,0.0,0.0,24.0,34.5,37.5,29.0,0.0,128.0,0.0,PettDa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,SFO,3.0,2.0,66.67%,17.0,1.0,4.2%,2.0,1.0,50.00%,5.0,1.0,5.1%,All Dante Pettis red zone receiving plays,PettDa00
Kareem Hunt,110.0,RB42,113.0,185.0,CLE,RB,24.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,43.0,179.0,4.16,2.0,44.0,37.0,285.0,7.7,1.0,1.0,0.0,3.0,0.0,0.0,64.0,101.4,107.4,82.9,0.0,54.0,0.0,HuntKa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,CLE,4.0,18.0,2.0,6.0%,2.0,9.0,2.0,4.7%,1.0,3.0,1.0,5.3%,All Kareem Hunt red zone rushing plays,HuntKa00,CLE,2.0,1.0,50.00%,15.0,1.0,2.9%,0.0,0.0,0,0.0,0.0,.0%,All Kareem Hunt red zone receiving plays,HuntKa00
Los Angeles Rams,111.0,DST2,113.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Royce Freeman,112.0,RB43,113.3,131.0,DEN,RB,23.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,132.0,496.0,3.76,3.0,50.0,43.0,256.0,5.95,1.0,0.0,0.0,4.0,0.0,0.0,99.0,142.2,148.2,120.7,0.0,40.0,0.0,FreeRo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DEN,24.0,66.0,3.0,40.7%,13.0,13.0,3.0,44.8%,4.0,6.0,3.0,28.6%,All Royce Freeman red zone rushing plays,FreeRo00,DEN,6.0,4.0,66.67%,14.0,1.0,8.8%,1.0,1.0,100.00%,3.0,1.0,3.4%,All Royce Freeman red zone receiving plays,FreeRo00
Marquez Valdes-Scantling,113.0,WR43,113.5,192.0,GNB,WR,25.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,56.0,26.0,452.0,17.38,2.0,0.0,0.0,2.0,0.0,0.0,58.0,84.1,87.1,71.1,0.0,76.0,0.0,ValdMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,4.0,1.0,25.00%,6.0,0.0,5.5%,2.0,0.0,0.00%,0.0,0.0,6.1%,All Marquez Valdes-Scantling red zone receiving plays,ValdMa00
Tony Pollard,114.0,RB44,114.3,165.0,DAL,RB,22.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,86.0,455.0,5.29,2.0,20.0,15.0,107.0,7.13,1.0,1.0,1.0,3.0,1.0,0.0,74.0,89.2,96.2,81.7,0.0,48.0,0.0,PollTo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DAL,2.0,26.0,1.0,2.6%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Tony Pollard red zone rushing plays,PollTo00,DAL,6.0,3.0,50.00%,7.0,0.0,10.3%,0.0,0.0,0,0.0,0.0,.0%,All Tony Pollard red zone receiving plays,PollTo00
Courtland Sutton,115.0,WR44,114.8,51.0,DEN,WR,24.0,16.0,14.0,1.0,1.0,38.0,0.0,0.0,3.0,17.0,5.67,0.0,124.0,72.0,1112.0,15.44,6.0,2.0,0.0,6.0,0.0,0.0,150.0,222.4,225.4,186.4,21.0,17.0,51.0,SuttCo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,DEN,1.0,1.0,0.0,1.7%,1.0,1.0,0.0,3.4%,0.0,0.0,0.0,.0%,All Courtland Sutton red zone rushing plays,SuttCo00,DEN,19.0,9.0,47.37%,69.0,3.0,27.9%,9.0,5.0,55.56%,37.0,3.0,31.0%,All Courtland Sutton red zone receiving plays,SuttCo00
Philip Rivers,116.0,QB16,115.0,85.0,LAC,QB,38.0,16.0,16.0,390.0,591.0,4615.0,23.0,20.0,12.0,29.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,236.0,235.5,261.5,255.5,0.0,18.0,0.0,RivePh00,LAC,43.0,79.0,54.43,298.0,15.0,3.0,20.0,37.0,54.05,75.0,9.0,2.0,All Philip Rivers red zone passing plays,RivePh00,LAC,1.0,1.0,0.0,1.7%,1.0,1.0,0.0,2.8%,0.0,0.0,0.0,.0%,All Philip Rivers red zone rushing plays,RivePh00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Delanie Walker ,117.0,TE11,116.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Greg Zuerlein,118.0,K1,117.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
James Washington,119.0,WR45,119.3,137.0,PIT,WR,23.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,44.0,735.0,16.7,3.0,1.0,1.0,3.0,0.0,0.0,90.0,133.5,137.5,111.5,0.0,51.0,0.0,WashJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PIT,2.0,2.0,100.00%,16.0,1.0,4.5%,1.0,1.0,100.00%,3.0,1.0,6.7%,All James Washington red zone receiving plays,WashJa00
Geronimo Allison,120.0,WR46,123.3,246.0,GNB,WR,25.0,16.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,55.0,34.0,287.0,8.44,2.0,2.0,1.0,2.0,1.0,0.0,41.0,75.4,79.4,58.4,0.0,92.0,0.0,AlliGe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,8.0,4.0,50.00%,41.0,2.0,11.0%,3.0,2.0,66.67%,10.0,0.0,9.1%,All Geronimo Allison red zone receiving plays,AlliGe01
Darwin Thompson,121.0,RB45,123.8,320.0,KAN,RB,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,128.0,3.46,1.0,10.0,9.0,43.0,4.78,0.0,0.0,0.0,1.0,0.0,0.0,23.0,32.1,35.1,27.6,0.0,89.0,0.0,ThomDa06,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,KAN,9.0,12.0,1.0,13.4%,3.0,6.0,1.0,8.6%,1.0,4.0,1.0,5.9%,All Darwin Thompson red zone rushing plays,ThomDa06,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dak Prescott,122.0,QB17,123.8,12.0,DAL,QB,26.0,16.0,16.0,388.0,596.0,4902.0,30.0,11.0,52.0,277.0,5.33,3.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,3.0,0.0,1.0,338.0,337.8,356.8,348.8,74.0,2.0,12.0,PresDa01,DAL,32.0,61.0,52.46,277.0,16.0,0.0,10.0,21.0,47.62,40.0,7.0,0.0,All Dak Prescott red zone passing plays,PresDa01,DAL,14.0,46.0,3.0,18.4%,9.0,31.0,3.0,22.5%,3.0,7.0,1.0,20.0%,All Dak Prescott red zone rushing plays,PresDa01,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Adrian Peterson,123.0,RB46,124.8,100.0,WAS,RB,34.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,211.0,898.0,4.26,5.0,23.0,17.0,142.0,8.35,0.0,3.0,2.0,5.0,0.0,0.0,130.0,147.0,155.0,138.5,0.0,28.0,0.0,PeteAd01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,WAS,23.0,63.0,5.0,52.3%,11.0,19.0,4.0,52.4%,7.0,3.0,3.0,50.0%,All Adrian Peterson red zone rushing plays,PeteAd01,WAS,2.0,2.0,100.00%,20.0,0.0,3.2%,1.0,1.0,100.00%,7.0,0.0,3.1%,All Adrian Peterson red zone receiving plays,PeteAd01
Justin Tucker,124.0,K2,125.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jacksonville Jaguars,125.0,DST3,125.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Minnesota Vikings,126.0,DST4,125.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
DeSean Jackson,127.0,WR47,130.5,286.0,PHI,WR,33.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,9.0,159.0,17.67,2.0,0.0,0.0,2.0,0.0,0.0,28.0,36.9,39.9,32.4,0.0,113.0,0.0,JackDe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Justin Jackson,128.0,RB47,131.3,323.0,LAC,RB,23.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,200.0,6.9,0.0,11.0,9.0,22.0,2.44,0.0,0.0,0.0,0.0,0.0,0.0,22.0,31.2,34.2,26.7,0.0,90.0,0.0,JackJu01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAC,5.0,9.0,0.0,8.6%,1.0,0.0,0.0,2.8%,0.0,0.0,0.0,.0%,All Justin Jackson red zone rushing plays,JackJu01,LAC,3.0,2.0,66.67%,9.0,0.0,4.1%,1.0,0.0,0.00%,0.0,0.0,2.9%,All Justin Jackson red zone receiving plays,JackJu01
Austin Hooper,129.0,TE12,132.3,31.0,ATL,TE,25.0,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.0,75.0,787.0,10.49,6.0,0.0,0.0,6.0,1.0,0.0,117.0,191.7,194.7,154.2,40.0,7.0,31.0,HoopAu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ATL,18.0,10.0,55.56%,57.0,6.0,23.1%,9.0,6.0,66.67%,32.0,5.0,28.1%,All Austin Hooper red zone receiving plays,HoopAu00
Kalen Ballage ,130.0,RB48,132.8,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dion Lewis,131.0,RB49,133.8,248.0,TEN,RB,29.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,54.0,209.0,3.87,0.0,32.0,25.0,164.0,6.56,1.0,1.0,1.0,1.0,0.0,0.0,41.0,66.3,73.3,53.8,0.0,72.0,0.0,LewiDi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,TEN,3.0,17.0,0.0,5.5%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Dion Lewis red zone rushing plays,LewiDi00,TEN,5.0,3.0,60.00%,23.0,1.0,10.6%,1.0,1.0,100.00%,2.0,0.0,5.0%,All Dion Lewis red zone receiving plays,LewiDi00
Michael Gallup,132.0,WR48,135.3,55.0,DAL,WR,23.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,66.0,1107.0,16.77,6.0,0.0,0.0,6.0,0.0,0.0,147.0,212.7,215.7,179.7,18.0,20.0,55.0,GallMi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DAL,8.0,4.0,50.00%,36.0,2.0,13.8%,2.0,1.0,50.00%,4.0,1.0,10.0%,All Michael Gallup red zone receiving plays,GallMi00
Baltimore Ravens,133.0,DST5,135.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Kirk Cousins,134.0,QB18,137.0,83.0,MIN,QB,31.0,15.0,15.0,307.0,444.0,3603.0,26.0,6.0,31.0,63.0,2.03,1.0,1.0,0.0,0.0,0.0,0.0,10.0,3.0,1.0,0.0,1.0,244.0,244.4,256.4,250.4,0.0,15.0,0.0,CousKi00,MIN,30.0,51.0,58.82,187.0,16.0,1.0,13.0,26.0,50.0,56.0,12.0,1.0,All Kirk Cousins red zone passing plays,CousKi00,MIN,3.0,4.0,1.0,3.3%,3.0,4.0,1.0,4.9%,2.0,0.0,1.0,8.3%,All Kirk Cousins red zone rushing plays,CousKi00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Donte Moncrief,135.0,WR49,139.0,492.0,2TM,WR,26.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,4.0,18.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.8,5.8,3.8,0.0,197.0,0.0,MoncDo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,PIT,2.0,0.0,0.00%,0.0,0.0,4.5%,1.0,0.0,0.00%,0.0,0.0,6.7%,All Donte Moncrief red zone receiving plays,MoncDo00
T.J. Hockenson,136.0,TE13,139.3,223.0,DET,TE,22.0,12.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,32.0,367.0,11.47,2.0,0.0,0.0,2.0,0.0,0.0,49.0,80.7,83.7,64.7,0.0,32.0,0.0,HockTJ00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DET,7.0,3.0,42.86%,16.0,1.0,11.7%,4.0,2.0,50.00%,7.0,1.0,10.5%,All T.J. Hockenson red zone receiving plays,HockTJ00
Jaylen Samuels,137.0,RB50,139.3,196.0,PIT,RB,23.0,14.0,4.0,4.0,5.0,35.0,0.0,1.0,66.0,175.0,2.65,1.0,57.0,47.0,305.0,6.49,1.0,1.0,1.0,2.0,0.0,0.0,57.0,104.4,112.4,81.9,0.0,56.0,0.0,SamuJa00,PIT,1.0,1.0,100.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Jaylen Samuels red zone passing plays,SamuJa00,PIT,11.0,11.0,1.0,18.6%,7.0,-4.0,1.0,21.2%,2.0,5.0,1.0,15.4%,All Jaylen Samuels red zone rushing plays,SamuJa00,PIT,8.0,6.0,75.00%,12.0,1.0,18.2%,2.0,1.0,50.00%,3.0,1.0,13.3%,All Jaylen Samuels red zone receiving plays,SamuJa00
Harrison Butker,138.0,K3,139.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Tyrell Williams,139.0,WR50,140.5,127.0,OAK,WR,27.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,42.0,651.0,15.5,6.0,0.0,0.0,6.0,0.0,0.0,101.0,143.1,146.1,122.1,0.0,44.0,0.0,WillTy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,OAK,8.0,4.0,50.00%,42.0,4.0,13.3%,5.0,2.0,40.00%,12.0,2.0,17.9%,All Tyrell Williams red zone receiving plays,WillTy00
Mark Andrews,140.0,TE14,144.8,13.0,BAL,TE,24.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,64.0,852.0,13.31,10.0,2.0,1.0,10.0,0.0,0.0,143.0,207.2,211.2,175.2,66.0,2.0,13.0,AndrMa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BAL,14.0,7.0,50.00%,63.0,7.0,22.2%,6.0,4.0,66.67%,14.0,4.0,20.0%,All Mark Andrews red zone receiving plays,AndrMa00
Mitch Trubisky,141.0,QB19,146.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
John Brown,142.0,WR51,147.0,53.0,BUF,WR,29.0,15.0,15.0,1.0,1.0,28.0,1.0,0.0,2.0,7.0,3.5,0.0,115.0,72.0,1060.0,14.72,6.0,0.0,0.0,6.0,0.0,0.0,148.0,219.8,222.8,183.8,19.0,19.0,53.0,BrowJo02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,BUF,8.0,4.0,50.00%,34.0,1.0,16.7%,3.0,2.0,66.67%,17.0,1.0,14.3%,All John Brown red zone receiving plays,BrowJo02
Stephen Gostkowski ,143.0,K4,147.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Anthony Miller,144.0,WR52,147.8,159.0,CHI,WR,25.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0,-1.0,0.0,85.0,52.0,656.0,12.62,2.0,1.0,1.0,2.0,0.0,0.0,76.0,127.5,131.5,101.5,0.0,62.0,0.0,MillAn02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CHI,10.0,5.0,50.00%,33.0,2.0,15.2%,4.0,1.0,25.00%,2.0,1.0,12.1%,All Anthony Miller red zone receiving plays,MillAn02
DK Metcalf,145.0,WR53,148.3,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Golden Tate,146.0,WR54,148.5,122.0,NYG,WR,31.0,11.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,16.0,0.0,85.0,49.0,676.0,13.8,6.0,1.0,1.0,6.0,0.0,0.0,103.0,152.2,156.2,127.7,0.0,41.0,0.0,TateGo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NYG,8.0,6.0,75.00%,49.0,1.0,11.9%,0.0,0.0,0,0.0,0.0,.0%,All Golden Tate red zone receiving plays,TateGo00
Greg Olsen,147.0,TE15,151.3,169.0,CAR,TE,34.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.0,52.0,597.0,11.48,2.0,0.0,0.0,2.0,0.0,0.0,72.0,123.7,126.7,97.7,0.0,15.0,0.0,OlseGr00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CAR,12.0,5.0,41.67%,18.0,2.0,19.7%,9.0,4.0,44.44%,14.0,2.0,30.0%,All Greg Olsen red zone receiving plays,OlseGr00
