Player,Rank,POS,AVG,Rk,Tmrank,FantPos,Age,G,GS,Cmprank,Attrank,Ydsrank,TDrank,Intrank,Att.1rank,Yds.1rank,Y/A,TD.1rank,Tgtrzru,Recrzru,Yds.2rzpa,Y/R,TD.2rzpa,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,-9999rank,Tmrzpa,Cmprzpa,Attrzpa,Cmp%,Ydsrzpa,TDrzpa,Intrzpa,Cmp.1,Att.1rzpa,Cmp%.1,Yds.1rzpa,TD.1rzpa,Int.1,Linkrzpa,-9999rzpa,Tmrzru,Att,Ydsrzru,TDrzru,%Rush,Att.1,Yds.1rzru,TD.1rzru,%Rush.1,Att.2,Yds.2rzru,TD.2rzru,%Rush.2,Linkrzru,-9999rzru,Tmrzre,Tgtrzre,Recrzre,Ctch%,Ydsrzre,TDrzre,%Tgt,Tgt.1,Rec.1,Ctch%.1,Yds.1rzre,TD.1rzre,%Tgt.1,Link,-9999rzre
Danny Amendola,271.0,WR95,265.0,153.0,DET,WR,34.0,15.0,10.0,1.0,1.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,97.0,62.0,678.0,10.94,1.0,0.0,0.0,1.0,0.0,0.0,79.0,140.6,143.6,109.6,0.0,60.0,0.0,AmenDa00,DET,1.0,1.0,100.0,19.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,All Danny Amendola red zone passing plays,AmenDa00,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,DET,9.0,6.0,66.67%,22.0,0.0,15.0%,4.0,2.0,50.00%,11.0,0.0,10.5%,All Danny Amendola red zone receiving plays,AmenDa00
Benjamin Watson,272.0,TE31,289.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Joe Flacco,273.0,QB29,270.5,142.0,DEN,QB,34.0,8.0,8.0,171.0,262.0,1822.0,6.0,5.0,12.0,20.0,1.67,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,1.0,85.0,84.9,95.9,89.9,0.0,34.0,0.0,FlacJo00,DEN,16.0,34.0,47.06,107.0,4.0,1.0,7.0,15.0,46.67,37.0,4.0,1.0,All Joe Flacco red zone passing plays,FlacJo00,DEN,2.0,3.0,0.0,3.4%,2.0,3.0,0.0,6.9%,1.0,1.0,0.0,7.1%,All Joe Flacco red zone rushing plays,FlacJo00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Riley Ridley,274.0,WR96,241.0,423.0,CHI,WR,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,69.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,7.0,12.9,12.9,9.9,0.0,167.0,0.0,RidlRi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ryan Succop,275.0,K22,281.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Arizona Cardinals,276.0,DST24,242.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Las Vegas Raiders,277.0,DST25,312.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Carolina Panthers,278.0,DST26,271.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Jake Kumerow,279.0,WR97,307.5,287.0,GNB,WR,27.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,12.0,219.0,18.25,1.0,0.0,0.0,1.0,0.0,0.0,28.0,39.9,42.9,33.9,0.0,114.0,0.0,KumeJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,GNB,2.0,1.0,50.00%,9.0,0.0,2.7%,2.0,1.0,50.00%,9.0,0.0,6.1%,All Jake Kumerow red zone receiving plays,KumeJa00
Alfred Morris,280.0,RB75,246.0,584.0,ARI,RB,31.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.0,150.0,0.0,MorrAl00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Brian Hill,281.0,RB76,247.0,195.0,ATL,RB,24.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,78.0,323.0,4.14,2.0,14.0,10.0,69.0,6.9,1.0,0.0,0.0,3.0,0.0,0.0,57.0,67.2,70.2,62.2,0.0,57.0,0.0,HillBr02,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL,10.0,37.0,1.0,18.2%,4.0,14.0,1.0,19.0%,1.0,3.0,1.0,9.1%,All Brian Hill red zone rushing plays,HillBr02,ATL,3.0,1.0,33.33%,10.0,1.0,3.8%,1.0,1.0,100.00%,10.0,1.0,3.1%,All Brian Hill red zone receiving plays,HillBr02
Dwayne Haskins,282.0,QB30,273.0,155.0,WAS,QB,22.0,9.0,7.0,119.0,203.0,1365.0,7.0,7.0,20.0,101.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,1.0,77.0,76.7,91.7,83.7,0.0,36.0,0.0,HaskDw00,WAS,8.0,23.0,34.78,53.0,5.0,0.0,4.0,11.0,36.36,22.0,4.0,0.0,All Dwayne Haskins red zone passing plays,HaskDw00,WAS,2.0,18.0,0.0,4.5%,1.0,4.0,0.0,4.8%,0.0,0.0,0.0,.0%,All Dwayne Haskins red zone rushing plays,HaskDw00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Qadree Ollison,283.0,RB77,251.0,282.0,ATL,RB,23.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,50.0,2.27,4.0,2.0,1.0,7.0,7.0,0.0,1.0,0.0,4.0,0.0,0.0,30.0,30.7,30.7,30.2,0.0,81.0,0.0,OlliQa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,ATL,12.0,29.0,4.0,21.8%,8.0,13.0,4.0,38.1%,5.0,7.0,4.0,45.5%,All Qadree Ollison red zone rushing plays,OlliQa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Hunter Renfrow,284.0,WR98,275.0,145.0,OAK,WR,24.0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,49.0,605.0,12.35,4.0,1.0,0.0,4.0,0.0,0.0,85.0,133.5,136.5,109.0,0.0,55.0,0.0,RenfHu00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,OAK,10.0,8.0,80.00%,56.0,2.0,16.7%,6.0,5.0,83.33%,27.0,2.0,21.4%,All Hunter Renfrow red zone receiving plays,RenfHu00
New York Jets,285.0,DST27,281.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Demarcus Robinson,286.0,WR99,257.0,175.0,KAN,WR,25.0,16.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,32.0,449.0,14.03,4.0,0.0,0.0,4.0,0.0,0.0,69.0,100.9,103.9,84.9,0.0,67.0,0.0,RobiDe01,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,KAN,6.0,2.0,33.33%,18.0,1.0,9.5%,2.0,1.0,50.00%,0.0,0.0,6.9%,All Demarcus Robinson red zone receiving plays,RobiDe01
Josh Doctson,287.0,WR100,279.0,557.0,MIN,0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,DoctJo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Dexter Williams,288.0,RB78,260.0,538.0,GNB,RB,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.1,1.1,1.1,0.0,140.0,0.0,WillDe07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Damarea Crockett,289.0,RB79,260.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Will Dissly,290.0,TE32,312.5,216.0,SEA,TE,23.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,7.0,0.0,27.0,23.0,262.0,11.39,4.0,1.0,0.0,4.0,0.0,0.0,51.0,73.9,76.9,62.4,0.0,30.0,0.0,DissWi00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,SEA,5.0,4.0,80.00%,39.0,4.0,6.2%,3.0,2.0,66.67%,13.0,2.0,9.4%,All Will Dissly red zone receiving plays,DissWi00
DJ Chark Jr.,291.0,WR101,262.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Josh Reynolds,292.0,WR102,263.0,249.0,LAR,WR,24.0,16.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,4.6,0.0,43.0,21.0,326.0,15.52,1.0,0.0,0.0,1.0,0.0,0.0,41.0,61.9,64.9,51.4,0.0,93.0,0.0,ReynJo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LAR,4.0,0.0,0.00%,0.0,0.0,6.0%,2.0,0.0,0.00%,0.0,0.0,5.7%,All Josh Reynolds red zone receiving plays,ReynJo00
John Ross,293.0,WR103,282.0,180.0,CIN,WR,24.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,1.33,0.0,56.0,28.0,506.0,18.07,3.0,1.0,1.0,3.0,0.0,0.0,67.0,95.0,99.0,81.0,0.0,70.0,0.0,RossJo00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CIN,2.0,2.0,100.00%,15.0,0.0,2.7%,1.0,1.0,100.00%,7.0,0.0,2.8%,All John Ross red zone receiving plays,RossJo00
Gerald Everett,294.0,TE33,266.0,209.0,LAR,TE,25.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,60.0,37.0,408.0,11.03,2.0,0.0,0.0,2.0,0.0,0.0,53.0,89.8,92.8,71.3,0.0,28.0,0.0,EverGe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,LAR,1.0,0.0,0.0,1.2%,1.0,0.0,0.0,1.9%,0.0,0.0,0.0,.0%,All Gerald Everett red zone rushing plays,EverGe00,LAR,8.0,7.0,87.50%,42.0,2.0,11.9%,4.0,3.0,75.00%,15.0,2.0,11.4%,All Gerald Everett red zone receiving plays,EverGe00
Eddy Pineiro,295.0,K23,282.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Brandon McManus,296.0,K24,296.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Myles Gaskin,297.0,RB80,267.0,311.0,MIA,RB,22.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,133.0,3.69,1.0,12.0,7.0,51.0,7.29,0.0,0.0,0.0,1.0,0.0,0.0,24.0,31.4,34.4,27.9,0.0,86.0,0.0,GaskMy00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,MIA,5.0,4.0,1.0,8.5%,2.0,-2.0,1.0,6.1%,1.0,2.0,1.0,6.7%,All Myles Gaskin red zone rushing plays,GaskMy00,MIA,2.0,1.0,50.00%,0.0,0.0,2.8%,1.0,1.0,100.00%,0.0,0.0,4.8%,All Myles Gaskin red zone receiving plays,GaskMy00
Detroit Lions,298.0,DST28,289.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Cincinnati Bengals,299.0,DST29,271.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
David Moore,300.0,WR104,272.0,239.0,SEA,WR,24.0,14.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,25.0,8.33,0.0,34.0,17.0,301.0,17.71,2.0,2.0,1.0,2.0,0.0,0.0,43.0,59.6,63.6,51.1,0.0,90.0,0.0,MoorDa03,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,SEA,8.0,2.0,25.00%,21.0,1.0,9.9%,3.0,1.0,33.33%,10.0,1.0,9.4%,All David Moore red zone receiving plays,MoorDa03
Wayne Gallman Jr.,301.0,RB81,301.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
KeeSean Johnson,302.0,WR105,273.0,306.0,ARI,WR,23.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,42.0,21.0,187.0,8.9,1.0,1.0,1.0,1.0,1.0,0.0,25.0,46.0,50.0,35.5,0.0,124.0,0.0,JohnKe07,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,ARI,6.0,1.0,16.67%,9.0,1.0,8.7%,3.0,1.0,33.33%,9.0,1.0,9.4%,All KeeSean Johnson red zone receiving plays,JohnKe07
Jay Ajayi,303.0,RB82,274.0,460.0,PHI,RB,26.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,30.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,130.0,0.0,AjayJa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,PHI,2.0,2.0,0.0,2.7%,0.0,0.0,0.0,.0%,0.0,0.0,0.0,.0%,All Jay Ajayi red zone rushing plays,AjayJa00,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Stephen Hauschka,304.0,K25,322.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Daniel Carlson,305.0,K26,324.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Bruce Anderson,306.0,RB83,276.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Miami Dolphins,307.0,DST30,317.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Phillip Dorsett,308.0,WR106,308.5,168.0,NWE,WR,26.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,21.0,7.0,0.0,54.0,29.0,397.0,13.69,5.0,0.0,0.0,5.0,0.0,0.0,72.0,100.8,103.8,86.3,0.0,65.0,0.0,DorsPh00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,NWE,9.0,5.0,55.56%,32.0,1.0,10.6%,4.0,1.0,25.00%,5.0,0.0,9.8%,All Phillip Dorsett red zone receiving plays,DorsPh00
Theo Riddick,309.0,RB84,279.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0,0,0
Ian Thomas,310.0,TE34,280.0,337.0,CAR,TE,23.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,16.0,136.0,8.5,1.0,0.0,0.0,1.0,0.0,0.0,20.0,35.6,38.6,27.6,0.0,55.0,0.0,ThomIa00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,CAR,2.0,2.0,100.00%,5.0,1.0,3.3%,2.0,2.0,100.00%,5.0,1.0,6.7%,All Ian Thomas red zone receiving plays,ThomIa00
Travis Benjamin,311.0,WR107,281.0,461.0,LAC,WR,30.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,6.0,30.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,9.0,9.0,6.0,0.0,183.0,0.0,BenjTr00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,0,0,LAC,2.0,1.0,50.00%,0.0,0.0,2.7%,1.0,1.0,100.00%,0.0,0.0,2.9%,All Travis Benjamin red zone receiving plays,BenjTr00
Rex Burkhead,312.0,RB85,290.0,163.0,NWE,RB,29.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,65.0,302.0,4.65,3.0,38.0,27.0,279.0,10.33,0.0,1.0,1.0,3.0,0.0,0.0,74.0,101.1,108.1,87.6,0.0,49.0,0.0,BurkRe00,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,NWE,9.0,18.0,2.0,11.3%,5.0,6.0,2.0,9.3%,2.0,3.0,2.0,7.7%,All Rex Burkhead red zone rushing plays,BurkRe00,NWE,4.0,3.0,75.00%,17.0,0.0,4.7%,3.0,2.0,66.67%,12.0,0.0,7.3%,All Rex Burkhead red zone receiving plays,BurkRe00
